stop_id,stop_name,stop_lat,stop_lon,routes,daily_trips,mean_lst_c,pct_green,pct_no_vehicle,pct_65_plus,shelter_status,lst_percentile,shelter_factor,social_vulnerability,shade_need,shade_need_rank,top20_shade_need
208,Bo Diddley Community Plaza,29.651871,-82.322744,"5,10,15",63,38.84540473090278,23.8,10.72961373390558,13.34805299076676,none,0.6216216216216216,1.5,0.8077673645254027,0.5739,128,False
107,Health Department,29.649086,-82.294941,7,28,43.57565307617188,56.7,20.242214532871973,17.217034843999087,unknown,0.9680589680589681,1.25,1.093892743372281,0.5732,129,False
1592,Pizza Hut Archer Rd Eastbound,29.624111,-82.375328,1,43,42.02427804129464,23.5,12.811791383219957,0.7092198581560284,none,0.918918918918919,1.5,0.5400020769406965,0.5694,130,False
1223,Forest Meadows Funeral Home,29.673845,-82.331648,6,14,41.82798549107143,35.1,14.08811475409836,9.192399049881235,unknown,0.9066339066339066,1.25,0.7735085653697422,0.5689,131,False
1402,Westbound SW 87th Dr @ SW 91st St,29.62839,-82.436398,"52,76",30,42.680419921875,29.4,0.8246527777777778,16.533758639021798,unknown,0.9385749385749386,1.25,0.6865870282875469,0.5687,132,False
1181,UF Orthopaedics Institute,29.637827,-82.374012,"33,52",73,45.44908949908088,42.4,15.617875056999544,3.28125,none,0.9963144963144963,1.5,0.659457471171747,0.5677,133,False
998,Springhill Professional Center,29.687955,-82.430373,"43,55",23,38.53217629825368,37.9,17.254556143445033,28.263455248290214,unknown,0.5601965601965602,1.25,1.3044316816922739,0.5672,134,False
133,Gainesville Housing Authority,29.633971,-82.315961,7,14,39.7783447265625,41.1,12.61942675159236,21.483491632745363,unknown,0.7358722358722358,1.25,1.0450941088021732,0.5662,135,False
722,Eden Park at Ironwood,29.688509,-82.308827,15,23,39.995843010979726,52.1,16.82586333578251,25.576208178438662,unknown,0.7616707616707616,1.25,1.2299724677763333,0.5609,136,False
139,City Hall,29.652054,-82.323598,"5,10,15",63,38.730897645692565,23.3,10.72961373390558,13.34805299076676,none,0.6031941031941032,1.5,0.8077673645254027,0.5606,137,False
528,Northwest Baptist Church,29.674028,-82.401846,"10,76",29,39.488850911458336,55.9,5.506141465480729,33.90179910044978,none,0.7014742014742015,1.5,1.206260677875137,0.5597,138,False
815,Daily Mart,29.635731,-82.38821,"20,52",73,44.33914005055147,42.5,15.617875056999544,3.28125,none,0.9828009828009828,1.5,0.659457471171747,0.559,139,False
