stop_id,stop_name,stop_lat,stop_lon,daily_trips,routes,shelter_status,tract_geoid,pct_no_vehicle,pct_65_plus
794,Sai Quick Stop,29.636379,-82.338066,24,17,unknown,12001000808,7.1806945261918775,3.871439006574142
1486,Campus Circle Apartments,29.636794,-82.380966,73,"33,52",sheltered,12001001522,15.617875056999544,3.28125
1261,Gardenia Garden Apartments,29.659264,-82.302637,27,"3,26",none,12001000600,20.242214532871973,17.217034843999087
241,Grace Presbyterian Church,29.681354,-82.339209,14,6,none,12001001203,5.620753551575047,12.678288431061807
757,Pointe 23 Apartments,29.673966,-82.317613,23,15,unknown,12001000400,18.240068346860316,13.6077655941039
736,Wesley United Methodist Church,29.674021,-82.33484,37,"6,15",none,12001000302,11.592076302274394,26.838966202783297
226,Oak Gate Apartments,29.6787889,-82.3306919,9,55,none,12001000302,11.592076302274394,26.838966202783297
769,The Collier Companies,29.653764,-82.325126,23,15,unknown,12001000500,10.72961373390558,13.34805299076676
1547,Sam's Club,29.623178,-82.383566,94,"1,37",none,12001001522,15.617875056999544,3.28125
414,Barnhill Clinic,29.702597,-82.365593,17,8,unknown,12001001201,3.313696612665685,27.576301615798922
508,NW 23rd Ave NW 43rd St,29.673621,-82.387664,20,10,sheltered,12001001100,7.312925170068027,27.624720774385704
444,University Housing Office,29.643892,-82.339427,17,8,none,12001000902,30.48780487804878,0.011463945890175398
259,ALDI Food Market,29.687607,-82.338857,37,"6,15",none,12001000302,11.592076302274394,26.838966202783297
1498,NE 15th St @ NE 3rd Ave Farside,29.65342,-82.305914,14,3,none,12001000600,20.242214532871973,17.217034843999087
695,Oakbrook Walk Condominiums,29.6383072,-82.3392012,84,"13,17",none,12001000806,18.91348088531187,5.931198102016608
1114,Haile Plantation Neighborhood,29.609472,-82.422687,26,75,unknown,12001002221,0.8246527777777778,16.533758639021798
1139,Casablanca Apartments,29.619912,-82.361263,95,"12,37",none,12001001515,9.413369713506139,5.387755102040816
1352,Colonial Oaks,29.6330892,-82.3892534,29,21,unknown,12001001522,15.617875056999544,3.28125
590,Southbound SE 43rd Street @ E University Avenue,29.650918,-82.272493,17,11,unknown,12001000600,20.242214532871973,17.217034843999087
